"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SCRIB",0.0142263573007013,0.293305389888018,0.149,0.087,1
"USP5",0.0144452117270112,0.277765226731973,0.126,0.07,1
"VMP1",0.0145642825314427,-0.500992713322987,0.443,0.475,1
"CARD16",0.0146288168811918,-0.442014591271221,0.328,0.382,1
"PAG1",0.0146456669827231,-0.317264112531877,0.621,0.636,1
"BTK",0.014862307491725,-0.413447553586405,0.362,0.413,1
"EHBP1L1",0.0149238921955869,-0.307097582097149,0.615,0.641,1
"IFITM2",0.0154808595854501,-0.367438500896086,0.713,0.71,1
"GAB2",0.0166554267153816,-0.396780110067778,0.103,0.174,1
"ALDOA",0.0168519153189357,-0.304900243063192,0.782,0.756,1
"CPPED1",0.0175547493316323,-0.332042597145338,0.494,0.521,1
"PTPN6",0.0181572776831876,-0.283651708709337,0.787,0.748,1
"KIAA0930",0.018967208568389,-0.360600791572147,0.483,0.525,1
"KLF6",0.0191750123186486,-0.282001407950184,0.833,0.868,1
"ITGAX",0.0192336892387959,-0.446579994251205,0.494,0.507,1
"CD97",0.0196746307543822,-0.306911045382562,0.534,0.543,1
"ZNF106",0.0199575154914205,-0.282207949954621,0.695,0.682,1
"POU2F1",0.0203289912816821,0.292570587538617,0.144,0.085,1
"EMILIN2",0.0208577642977151,-0.429993413556668,0.506,0.532,1
"BCAT1",0.0209205574801128,-0.349986152173712,0.103,0.171,1
"NOTCH2",0.0209412274251611,-0.362941939332492,0.655,0.622,1
"ITGA4",0.0211636328709749,-0.283808189541337,0.736,0.724,1
"CECR1",0.0212826108887243,-0.339847462186728,0.42,0.464,1
"CCDC88A",0.0220485302183201,-0.384255223399263,0.368,0.424,1
"DOCK2",0.022380942643997,-0.284233415099339,0.678,0.693,1
"ASAH1",0.0228881271278499,-0.264284514814554,0.69,0.72,1
"IFITM3",0.0241680043889847,-0.367011216279232,0.661,0.655,1
"TIMP2",0.0241803414540435,-0.501533409572935,0.207,0.269,1
"EMR1",0.0254357191286261,-0.465021756818149,0.368,0.413,1
"DMXL2",0.0254577493211791,-0.385336626076828,0.5,0.534,1
"SULF2",0.0257804868425468,-0.388761061635868,0.351,0.405,1
"CTSL",0.0259357927229813,-0.460591689213289,0.195,0.262,1
"LILRA1",0.0261434617389046,-0.428681337522113,0.437,0.464,1
"PLEKHO1",0.0267873334885081,-0.30496084678149,0.511,0.538,1
"UBR4",0.0269142068016696,0.276058342648655,0.374,0.286,1
"LACTB",0.0285209672568717,-0.422608858508268,0.195,0.262,1
"IL10RA",0.0293283639385007,-0.405800663009887,0.448,0.476,1
"TLR2",0.0297131486704994,-0.3779215598382,0.178,0.246,1
"SEC11A",0.0302107957550221,-0.348855488023342,0.362,0.41,1
"PITPNM1",0.0306033243928694,-0.448782217897394,0.218,0.276,1
"NINJ1",0.0317153871736698,-0.439995635542738,0.207,0.263,1
"PLEC",0.0336356568396134,-0.366912506628388,0.575,0.562,1
"RNASET2",0.0353729654100478,-0.342467679415758,0.655,0.65,1
"RNF130",0.0358527492246622,-0.325735864975927,0.454,0.487,1
"SPI1",0.0364927087709072,-0.34266184074891,0.299,0.373,1
"ETS2",0.0370837192098515,-0.374449487695666,0.27,0.333,1
"TUBA1A",0.0387843476529237,-0.308389649515969,0.73,0.671,1
"C1orf162",0.0389748670914838,-0.409094941794666,0.379,0.422,1
"FCGRT",0.039926520103455,-0.379648899155121,0.391,0.429,1
"HES4",0.0431956612892172,-0.337936991058896,0.109,0.165,1
"SLC2A6",0.0432817294289556,-0.458860892609974,0.477,0.489,1
"ABCC3",0.0436657793545838,-0.392665125535576,0.098,0.15,1
"MTSS1",0.0475912031271718,-0.283191950021012,0.707,0.682,1
"SOD2",0.0478703209925994,-0.311766361364604,0.724,0.697,1
"NAAA",0.0479843555072983,-0.386357345480801,0.448,0.468,1
"CHST15",0.0494554716466182,-0.336737266853271,0.305,0.349,1
"DICER1",0.0501334291175756,-0.387199963598476,0.471,0.492,1
"HRH2",0.0509845725320784,-0.301926684624946,0.069,0.116,1
"HLA-DRB5",0.0518955176196296,-0.441863282049125,0.391,0.429,1
"ADRBK1",0.0519964551173254,-0.38180583191665,0.454,0.482,1
"VCAN",0.0522636495920843,-0.638632483972114,0.132,0.188,1
"LMO2",0.0528202196642734,-0.456870495360564,0.523,0.507,1
"NAMPT",0.053057783562584,-0.312056330147135,0.477,0.492,1
"CNPY3",0.0530966562377719,-0.453498365820866,0.448,0.455,1
"IRAK3",0.0554701528822141,-0.318486455598326,0.552,0.569,1
"FGD2",0.0560247558051199,-0.342778604708177,0.42,0.45,1
"AP1S2",0.0561011061496265,-0.340376919001097,0.316,0.356,1
"PIEZO1",0.0568169458420715,-0.457072369063511,0.264,0.307,1
"ATG3",0.0568903796702962,-0.382197322341545,0.54,0.528,1
"ZBTB7A",0.0573456272169273,-0.304005088487468,0.293,0.359,1
"CD300E",0.0585136861674002,-0.489466328927754,0.563,0.556,1
"P2RX7",0.0596115883591066,-0.422038489975651,0.08,0.125,1
"C3",0.0606881303583404,-0.447865447748188,0.109,0.158,1
"TMPO",0.0616671666000097,-0.392369180065822,0.517,0.517,1
"NPC2",0.0617736074617216,-0.324857483575602,0.477,0.487,1
"TLR4",0.0618947577939979,-0.43778030419551,0.333,0.373,1
"GNS",0.0623694808650651,-0.325335074145999,0.644,0.636,1
"ULK2",0.0631671822320924,-0.375531335387464,0.224,0.277,1
"NAGA",0.0645573389610594,-0.462075925003543,0.362,0.389,1
"RAPGEF1",0.0645664735351291,-0.300869670130512,0.546,0.542,1
"DST",0.0660606397480235,-0.372043271963325,0.092,0.141,1
"ABI3",0.0665602650385927,-0.402942168079258,0.443,0.447,1
"PTAFR",0.070584027454203,-0.357702263817524,0.063,0.106,1
"ABRACL",0.0712419073927134,-0.373402153823224,0.224,0.27,1
"LIMS1",0.07133451211466,-0.414831665233718,0.282,0.318,1
"NEURL1",0.0714093307166588,-0.423957464464448,0.195,0.242,1
"FPR1",0.0718436235825306,-0.306634825942788,0.149,0.202,1
"HSPA1A",0.076419693518243,-0.387735067491917,0.184,0.232,1
"AMPD2",0.0764335151547954,-0.324142968028111,0.322,0.366,1
"SH2D3C",0.0768017764389387,-0.454946026278551,0.23,0.268,1
"TLR8",0.0798577754603985,-0.431865800873971,0.207,0.251,1
"ATP6V1E1",0.0808179028329983,-0.470200605001718,0.178,0.218,1
"CD86",0.0826801132497521,-0.362566624590945,0.402,0.423,1
"ZFHX3",0.0829796371855973,-0.359091873223209,0.161,0.211,1
"IFNGR1",0.0836466219223072,-0.429824649263728,0.293,0.329,1
"MIS18BP1",0.0848654968894345,-0.327805282573258,0.46,0.473,1
"STAT6",0.0862396668923431,-0.265468596134963,0.638,0.612,1
"MNDA",0.086828723570939,-0.25595565124203,0.362,0.398,1
"LRP1",0.0874336933650565,-0.374382204119294,0.299,0.349,1
"TCIRG1",0.090173556868191,-0.304076391499563,0.529,0.524,1
"NDUFA6",0.0921679678504561,-0.444404260311335,0.161,0.2,1
"DOK3",0.0926449735441867,-0.303567247039247,0.155,0.203,1
"TMEM176B",0.0943632383339552,-0.41553340670368,0.115,0.157,1
"PPM1F",0.0951586523674798,-0.390304297668455,0.46,0.452,1
"GRN",0.0967617939283154,-0.359560075999734,0.443,0.451,1
"BCL6",0.0971085042379972,-0.401153308240496,0.121,0.161,1
"AP001053.11",0.0975959116110719,-0.313012405159833,0.161,0.21,1
"ACOT9",0.0989436413021961,-0.363289606921128,0.184,0.224,1
"RHOB",0.100156324390097,-0.288025668538719,0.517,0.508,1
"CTSH",0.102650531125873,-0.394111329903568,0.23,0.263,1
"OGFRL1",0.104666149950884,-0.344117293329938,0.402,0.419,1
"YWHAH",0.105204772239166,-0.374675805431081,0.19,0.232,1
"C9orf72",0.105216897125934,-0.407207346024221,0.253,0.287,1
"TMEM167A",0.105481412398341,-0.3212774962999,0.184,0.225,1
"LGALS1",0.1057033698175,-0.295168246528046,0.494,0.504,1
"ACSL4",0.109093648235704,-0.415111200163486,0.299,0.324,1
"MYD88",0.11048878437743,-0.300072928804108,0.592,0.573,1
"OAZ2",0.110821266425111,-0.340993870725237,0.253,0.291,1
"CSF2RB",0.112495632521316,-0.339175521797746,0.161,0.206,1
"PIGT",0.1125430457858,-0.291145006552909,0.08,0.119,1
"OAS1",0.112827207425801,-0.393980026126085,0.454,0.445,1
"RYBP",0.113563408603119,-0.336913621395336,0.397,0.417,1
"SMCO4",0.115402463444758,-0.376991470259743,0.126,0.164,1
"NRD1",0.118082232395719,-0.449275764417794,0.299,0.318,1
"LILRA2",0.126247626537251,-0.264905220660151,0.259,0.298,1
"IMPDH1",0.126793719455531,-0.291615065667384,0.224,0.262,1
"PQLC3",0.127121968506528,-0.390331438934011,0.149,0.183,1
"OSCAR",0.129660992752552,-0.294377031029977,0.08,0.116,1
"CTSC",0.129692508187339,-0.264924412296983,0.517,0.507,1
"HSPH1",0.137823254196501,-0.383474738758216,0.27,0.304,1
"REEP3",0.138145286477986,-0.270174888908218,0.075,0.109,1
"ADAP2",0.139302489708418,-0.308000941917978,0.167,0.207,1
"FTH1",0.139757200931735,-0.349432877304506,0.414,0.42,1
"MYO9B",0.139776122868465,-0.269406154858377,0.621,0.599,1
"RASSF2",0.140134756685908,-0.313444831632891,0.598,0.587,1
"KIAA0513",0.141172653743513,-0.255200114475379,0.385,0.392,1
"THEMIS2",0.142396827673654,-0.326673045002966,0.5,0.489,1
"UQCRC1",0.14252748814935,-0.379131542070648,0.287,0.314,1
"CD300LF",0.145380655069928,-0.335885901767143,0.31,0.34,1
"QKI",0.145552649206126,-0.357012950111534,0.477,0.452,1
"ASH2L",0.145982230452267,-0.307560505424669,0.103,0.141,1
"MVP",0.146002223723149,-0.329563079285691,0.431,0.438,1
"CMTM7",0.151837191238691,-0.283934635597302,0.178,0.216,1
"TMEM127",0.155969437542664,-0.405096507603177,0.27,0.293,1
"BCL2A1",0.15678805864119,-0.401138391347513,0.356,0.363,1
"LTA4H",0.158096794050903,-0.257430720407116,0.557,0.541,1
"MTRNR2L1",0.160152722850177,-0.264143613489761,0.454,0.465,1
"ANXA4",0.160855079234439,-0.320371792192913,0.236,0.269,1
"SCAMP1",0.161166115945618,-0.310132390856001,0.086,0.119,1
"KDM1B",0.164543150988086,-0.321796233897774,0.448,0.468,1
"TSPO",0.166373721013641,-0.267532252341503,0.575,0.553,1
"NBPF10",0.167572568992939,-0.264363989613886,0.592,0.59,1
"MEF2C",0.171682946605647,-0.390489980017193,0.316,0.332,1
"CXCL16",0.172975315929473,-0.402558140341975,0.31,0.321,1
"CD300C",0.17370420476609,-0.384227050030751,0.098,0.127,1
"PTPN13",0.174071392532606,-0.319094258132345,0.126,0.161,1
"CAPZA2",0.17564028682447,-0.324633975181452,0.385,0.389,1
"MTMR14",0.176270901252689,-0.310875031309033,0.138,0.169,1
"SVIL",0.177508665216175,-0.350277188204936,0.31,0.333,1
"FKBP15",0.182139593396287,-0.336216454856063,0.454,0.455,1
"LAMTOR1",0.182543231377286,-0.300538707028997,0.149,0.181,1
"PPT1",0.1861633718992,-0.301857714951723,0.506,0.492,1
"COX5B",0.187283502075218,-0.291271962347927,0.448,0.448,1
"IFI30",0.18752586051466,-0.262564485727402,0.075,0.105,1
"DPEP2",0.187987824355778,-0.336330108089869,0.161,0.189,1
"IRF5",0.189486101720894,-0.26323865303016,0.236,0.266,1
"DRAM2",0.189543715468832,-0.391194443812975,0.138,0.165,1
"CD93",0.190140473406258,-0.346988386973568,0.149,0.183,1
"SNN",0.190427552069623,-0.363787516632611,0.184,0.214,1
"C1QA",0.192234653508309,-0.275058146634617,0.075,0.106,1
"STK40",0.19821581104028,-0.339686096759715,0.305,0.321,1
"SGK1",0.205465885734231,-0.297392307255485,0.121,0.155,1
"FMNL2",0.20815738644904,-0.295213332746064,0.287,0.308,1
"MT-ATP8",0.208174691536546,-0.259524567881274,0.626,0.619,1
"MAP3K11",0.209136098301756,-0.255270571791534,0.287,0.314,1
"LIPA",0.213503155820322,-0.352186318371908,0.305,0.319,1
"PGAM1",0.214240195637202,-0.275424838139628,0.126,0.157,1
"SKAP2",0.214846339753918,-0.267639129804603,0.448,0.461,1
"TBXAS1",0.217247434230694,-0.397540126092616,0.46,0.433,1
"MDM1",0.217649619337584,-0.360791748181468,0.178,0.206,1
"RILPL2",0.219546044201448,-0.300010044706727,0.328,0.345,1
"TNK2",0.220143560968272,-0.2538157258681,0.092,0.12,1
"EAF2",0.220297812087564,-0.312247301202681,0.08,0.106,1
"IVD",0.224096846695387,-0.378032013460471,0.224,0.246,1
"PGLS",0.224199044933977,-0.379112882730549,0.253,0.276,1
"FBP1",0.225654363987879,-0.30898218344153,0.144,0.174,1
"MARCH1",0.226171348510842,-0.29034862049489,0.316,0.335,1
"ARAP1",0.230666603498068,-0.334520259192826,0.385,0.387,1
"CUX1",0.233490193445634,-0.256099202178524,0.592,0.545,1
"IL17RA",0.23409138504282,-0.34349741850271,0.431,0.422,1
"CACUL1",0.234140230062749,-0.376768698943263,0.253,0.276,1
"MSRB1",0.236092612155083,-0.330076210756046,0.144,0.169,1
"DOCK5",0.236167658229467,-0.326961109037129,0.466,0.455,1
"NANS",0.23648175899539,-0.301130348726885,0.132,0.16,1
"TBC1D8",0.236950065272141,-0.333137673746167,0.322,0.342,1
"ARHGAP27",0.241110225303007,-0.36831438859961,0.379,0.375,1
"GAPDH",0.241718533934907,-0.333966630845292,0.345,0.346,1
"ROCK1",0.248423302308823,-0.250195339312241,0.494,0.49,1
"DDX41",0.248745526877889,-0.298943620661043,0.103,0.127,1
"RRAS",0.250151053110398,-0.315804617134201,0.431,0.424,1
"HLA-DQB1",0.250208672363257,-0.264953227722075,0.253,0.282,1
"PRKCD",0.252086160817073,-0.316668675166214,0.322,0.329,1
"TAB3",0.257163293494389,-0.345525537495776,0.109,0.133,1
"GAA",0.258045989025858,-0.356434992904933,0.224,0.245,1
"FUCA2",0.258117044862362,-0.309600293047714,0.109,0.133,1
"MAP3K3",0.260499754928868,-0.28814285207086,0.443,0.438,1
"RIN3",0.261268544648285,-0.325620103160936,0.454,0.433,1
"USP32",0.262992500644215,-0.348281817789794,0.195,0.216,1
"ALDH3B1",0.264153153853125,-0.280464291883227,0.345,0.357,1
"ZNF703",0.270055601728934,-0.349728148338178,0.293,0.305,1
"PSTPIP2",0.27055347828671,-0.302633037872654,0.201,0.223,1
"ATP1B3",0.271091891674409,-0.295894363178651,0.414,0.416,1
"NCOA3",0.276513653844091,-0.282346247540734,0.379,0.382,1
"ERGIC1",0.276526960549176,-0.253887665019144,0.293,0.315,1
"PLBD1",0.282239619651144,-0.32201607077779,0.115,0.139,1
"ALDH3A2",0.282974144887891,-0.256098028450111,0.098,0.123,1
"MEGF9",0.283384422634008,-0.322380477448319,0.27,0.287,1
"EIF2AK4",0.286313059491611,-0.381572895397402,0.218,0.234,1
"DENND1A",0.290065969413343,-0.313685858602117,0.109,0.133,1
"EPS8",0.29047817885025,-0.310455134453633,0.144,0.168,1
"KYNU",0.29690912353602,-0.33758996206378,0.132,0.154,1
"LGALS9",0.298289393763138,-0.262786267938656,0.374,0.38,1
"OGFR",0.303217111607481,-0.287843968499904,0.172,0.196,1
"NPTN",0.305626519379174,-0.341322527189435,0.155,0.175,1
"ST3GAL5",0.306406825695408,-0.330712090046026,0.247,0.261,1
"BRI3BP",0.307154365095947,-0.298063951180989,0.115,0.136,1
"TNF",0.312303902538973,-0.33069840241156,0.138,0.161,1
"TESC",0.313549353127087,-0.298659930101017,0.299,0.308,1
"SPTLC2",0.314490416087855,-0.252947887956418,0.345,0.353,1
"ACVR1B",0.3191438465367,-0.269313446514234,0.092,0.115,1
"SAMSN1",0.320845973773109,-0.3211468972621,0.19,0.206,1
"CEBPD",0.32457730275329,-0.303128465113463,0.322,0.326,1
"BRWD3",0.324877457512101,-0.332775108775384,0.184,0.202,1
"RAP2C",0.329095904200557,-0.384992224825854,0.247,0.258,1
"BID",0.333897654160139,-0.26943967723454,0.506,0.479,1
"ATP6V0B",0.333971540326124,-0.274663973516709,0.466,0.455,1
"SIRPB1",0.334582266471795,-0.342046300179302,0.259,0.273,1
"NAMPTL",0.337732461420657,-0.266329785697518,0.42,0.413,1
"MEFV",0.341479536767009,-0.292858299551949,0.466,0.454,1
"FAM105A",0.342098151238844,-0.320063400306827,0.115,0.133,1
"PTPN9",0.343199195348803,-0.34855451465163,0.201,0.218,1
"SCRN1",0.343800792043267,-0.269040077596259,0.483,0.471,1
"LYL1",0.348195034818866,-0.26712654988911,0.213,0.228,1
"CRBN",0.35510994810482,-0.341044003447231,0.155,0.172,1
"RAB3D",0.355677640601894,-0.267100142650039,0.115,0.136,1
"GPR107",0.35607528922393,-0.256267435169587,0.121,0.141,1
"SRBD1",0.358185332694389,-0.274508240374383,0.109,0.129,1
"SCO2",0.358784241427662,-0.257541417515192,0.253,0.272,1
"SFT2D2",0.359292495748706,-0.253721199572088,0.454,0.443,1
"REEP5",0.362481629902772,-0.305452614572211,0.42,0.412,1
"TNFSF13B",0.367487126787267,-0.344303027033254,0.236,0.248,1
"RNPEP",0.370879700214141,-0.250632434333802,0.241,0.254,1
"LILRA5",0.371814991318672,-0.274706379284218,0.287,0.296,1
"GIMAP8",0.37351283094355,-0.344960347377413,0.316,0.321,1
"MTCH1",0.378619965471543,-0.343321805935401,0.351,0.336,1
"PYGL",0.384507941610822,-0.272357304389241,0.172,0.188,1
"PPTC7",0.387975026402685,-0.312897317740978,0.167,0.182,1
"CORO1C",0.389662288985784,-0.260292796005855,0.402,0.391,1
"FAM26F",0.390589429527426,-0.397022340362331,0.264,0.265,1
"ZFR",0.391830959892182,-0.270755039536395,0.374,0.364,1
"PDLIM5",0.397656416844707,-0.26950684004268,0.287,0.289,1
"SUMO3",0.400033217342688,-0.29358733722284,0.178,0.19,1
"PLAUR",0.408696159578609,-0.263386799772038,0.23,0.242,1
"FCGR2A",0.409491318422452,-0.337523390226026,0.42,0.394,1
"TXN2",0.409749211795147,-0.287670943348308,0.178,0.193,1
"S100A8",0.419435422880694,-0.333424518010277,0.149,0.167,1
"ABHD3",0.421514695405339,-0.276277247297993,0.126,0.143,1
"ZNF217",0.423025603737474,-0.254606395423683,0.557,0.508,1
"GMIP",0.423903145351148,-0.284024433255317,0.259,0.265,1
"PSMB3",0.43448316483668,-0.314508656929861,0.27,0.268,1
"CEP63",0.435518254174353,-0.281561150349865,0.132,0.147,1
"OAS2",0.436163244443301,-0.335017890546885,0.31,0.311,1
"NSUN2",0.445752217829288,-0.256962434489614,0.149,0.162,1
"SIK1",0.447001373549998,-0.289522369925117,0.207,0.22,1
"GLUL",0.449908503558902,-0.253049185188693,0.54,0.485,1
"NUDT16",0.450528389133872,-0.339077537157895,0.328,0.318,1
"SDCBP",0.451531124940964,-0.269529325411598,0.402,0.391,1
"PHF19",0.454704858332373,-0.348676257337026,0.236,0.238,1
"GPCPD1",0.462611531295872,-0.356364539638754,0.322,0.307,1
"DAPK1",0.464203592516141,-0.368423099323624,0.259,0.258,1
"CPVL",0.469837373796589,-0.295956955914309,0.316,0.318,1
"KIF5B",0.472563743015229,-0.256213045347932,0.5,0.468,1
"CSTA",0.474962779615532,-0.277627167226203,0.121,0.132,1
"HTATIP2",0.480103592761921,-0.280682392063832,0.126,0.139,1
"ABI1",0.484499724068837,-0.268321569471391,0.264,0.268,1
"DCTD",0.491080096535214,-0.262197981323232,0.098,0.111,1
"CBL",0.494699946757259,-0.28457701871113,0.517,0.462,1
"CLEC7A",0.497910557332214,-0.28531703216806,0.5,0.459,1
"PLEKHO2",0.500013147109227,-0.256687585468114,0.201,0.216,1
"DUSP5",0.512477102820422,-0.307789558872148,0.264,0.262,1
"TIMP1",0.515663342971619,-0.26962880267419,0.374,0.37,1
"APOBEC3A",0.52075519068283,-0.374506922734033,0.213,0.223,1
"HHEX",0.523590066496207,-0.294274573959473,0.316,0.31,1
"ELF4",0.530122858986419,-0.284861511458422,0.276,0.27,1
"ADAMTSL4",0.533792160775241,-0.250937505679196,0.098,0.108,1
"TMEM248",0.538048986218416,-0.260941315171858,0.207,0.209,1
"KLF10",0.543354684506458,-0.275789348350565,0.259,0.259,1
"CD83",0.543504427778732,-0.264311392818225,0.213,0.216,1
"AP2S1",0.544338422221265,-0.265822409233815,0.241,0.244,1
"YWHAE",0.553174492065163,-0.332333418506956,0.287,0.277,1
"FAM45A",0.565251532584624,-0.356020002770558,0.259,0.248,1
"CLIP1",0.567701048348644,-0.286597375417196,0.385,0.361,1
"TRAK1",0.574617584504872,-0.263721154318148,0.264,0.262,1
"BLOC1S1",0.591884050550821,-0.288739317669002,0.144,0.147,1
"GNG5",0.594221853783504,-0.289365016828738,0.356,0.333,1
"PAK1",0.595986969727523,-0.251068701923865,0.517,0.466,1
"XYLT1",0.596329772066413,-0.315826241846256,0.201,0.203,1
"RNF13",0.60101619643514,-0.289828222050529,0.425,0.387,1
"DENND3",0.603368429772227,-0.274854133303514,0.345,0.326,1
"SNAP23",0.60549265458916,-0.263297330447064,0.253,0.248,1
"FGD4",0.614106954706543,-0.314058160566905,0.241,0.235,1
"REL",0.635307141837394,-0.252726799006164,0.31,0.303,1
"SBF2",0.640390926858284,-0.265563130719149,0.184,0.186,1
"MX2",0.650866485714788,-0.265688702080869,0.287,0.284,1
"MLTK",0.675064845573112,-0.26782046198349,0.109,0.113,1
"HECTD1",0.67925276797144,-0.307052594094624,0.282,0.275,1
"FMR1",0.683877496531318,-0.270593114037833,0.218,0.216,1
"TSC22D2",0.724744921559721,-0.258326324916983,0.132,0.134,1
"POMP",0.733912927227952,-0.272981421656133,0.213,0.207,1
"UBE2I",0.737209343666087,-0.29983765439732,0.247,0.237,1
"IFIT2",0.746796932031267,-0.303723360908597,0.276,0.265,1
"IQSEC1",0.761179474943719,-0.269486308534002,0.448,0.402,1
"PNPLA6",0.785586771147182,-0.273881990646997,0.264,0.245,1
"ANKIB1",0.788435591681451,-0.259873562601617,0.184,0.179,1
"ADK",0.806374440926945,-0.251225730954026,0.184,0.178,1
"CKB",0.820332949644847,-0.304041686464664,0.31,0.283,1
"BOD1L1",0.820427939058972,-0.250649794071207,0.546,0.471,1
"NBN",0.823733220644575,-0.263734408016918,0.23,0.217,1
"FAM126A",0.824281912540231,-0.376801494691841,0.299,0.265,1
"IRS2",0.849167684980792,-0.320855665224475,0.305,0.275,1
"ASAP1",0.856916688634119,-0.250475047609074,0.379,0.342,1
"FOS",0.862139605499042,-0.319508545129577,0.667,0.597,1
"LIPE-AS1",0.880569255235573,-0.257554253274282,0.259,0.224,1
"ZDHHC7",0.935791425446989,-0.260102506013524,0.328,0.29,1
"TBC1D22A",0.944974776561633,-0.259242052941417,0.282,0.249,1
"TOB1",0.957625653186501,-0.279213235083028,0.305,0.273,1
"GABBR1",0.975544743969629,-0.306033606663714,0.19,0.175,1
"GLYR1",0.97738982022012,-0.253248145639893,0.259,0.237,1
"TNFSF10",0.995622612645028,-0.256420251580939,0.557,0.473,1
