"","orig.ident","nCount_RNA","nFeature_RNA","Donor","celltype","RNA_snn_res.0.5","seurat_clusters","S.Score","G2M.Score","Phase","old.ident","nCount_SCT","nFeature_SCT","SCT_snn_res.3"
"HIP002.1946","SeuratProject",4859,1906,"H1","CD16 Monocyte","5","0",-0.064317581545304,-0.0691111090878248,"G1","5",2279,1341,"0"
"HIP002.1947","SeuratProject",5030,1903,"H1","CD14 Monocyte","3","10",-0.0166433204984288,0.0233880095979908,"G2M","3",2168,1181,"10"
"HIP002.1949","SeuratProject",4039,1912,"H1","CD14 Monocyte","7","17",0.00406476196696264,-0.0346195060942484,"S","7",2570,1747,"17"
"HIP002.1951","SeuratProject",4172,1868,"H1","CD16 Monocyte","5","7",0.00129383434022866,-0.0232359328191921,"S","5",2552,1666,"7"
"HIP002.1952","SeuratProject",4672,1892,"H1","CD14 Monocyte","3","15",-0.0385681645750093,-0.0899984521325817,"G1","3",2368,1402,"15"
"HIP002.1953","SeuratProject",4600,1907,"H1","CD14 Monocyte","7","6",-0.0811290867850204,-0.0736453644444721,"G1","7",2364,1419,"6"
"HIP002.1954","SeuratProject",4422,1919,"H1","CD14 Monocyte","3","10",-0.0441855060653911,-0.150494913976698,"G1","3",2477,1591,"10"
"HIP002.1955","SeuratProject",3785,1935,"H1","CD14 Monocyte","7","0",0.0496990776207816,-0.0132470128583928,"S","7",2554,1827,"0"
"HIP002.1957","SeuratProject",4643,1911,"H1","CD14 Monocyte","3","17",-0.0461724905479891,-0.0112331857989489,"G1","3",2392,1471,"17"
"HIP002.1958","SeuratProject",4630,1930,"H1","CD16 Monocyte","5","20",-0.0349857680208724,-0.102754196678073,"G1","5",2417,1492,"20"
"HIP002.1960","SeuratProject",4349,1940,"H1","CD16 Monocyte","5","4",-0.0739267769834882,-0.0349988758126173,"G1","5",2511,1650,"4"
"HIP002.1961","SeuratProject",3755,1939,"H1","CD14 Monocyte","7","5",-0.0751222778093453,-0.0857049325842169,"G1","7",2571,1849,"5"
"HIP002.1962","SeuratProject",4337,1951,"H1","CD14 Monocyte","7","12",-0.0811744663457413,-0.109136489313255,"G1","7",2487,1626,"12"
"HIP002.1963","SeuratProject",4085,1924,"H1","CD16 Monocyte","5","7",-0.0607826380626122,-0.0698537143560312,"G1","5",2574,1770,"7"
"HIP002.1966","SeuratProject",4981,1922,"H1","CD14 Monocyte","3","14",0.00158874675162307,-0.0790225183053468,"S","3",2222,1234,"14"
"HIP002.1969","SeuratProject",4757,1954,"H1","CD14 Monocyte","3","9",-0.00165988539428422,-0.0506921805514536,"G1","3",2337,1428,"9"
"HIP002.1970","SeuratProject",4970,1956,"H1","CD16 Monocyte","5","7",-0.0850169220682943,-0.0972068627445594,"G1","5",2237,1285,"7"
"HIP002.1971","SeuratProject",3848,1950,"H1","CD14 Monocyte","7","14",-0.11374510875165,-0.0294479735482888,"G1","7",2578,1838,"14"
"HIP002.1972","SeuratProject",5107,1946,"H1","CD14 Monocyte","3","10",-0.0494800556138585,-0.076301630828501,"G1","3",2139,1166,"10"
"HIP002.1973","SeuratProject",4626,1950,"H1","DC","11","6",-0.0431325072458507,-0.0568372194439289,"G1","11",2421,1485,"6"
"HIP002.1974","SeuratProject",4588,1969,"H1","CD16 Monocyte","3","14",-0.0435835291539129,-0.0654402971319108,"G1","3",2416,1522,"14"
"HIP002.1975","SeuratProject",4867,1950,"H1","CD14 Monocyte","3","13",-0.0958846760033148,-0.134831851384492,"G1","3",2279,1356,"13"
"HIP002.1976","SeuratProject",4760,1936,"H1","CD14 Monocyte","3","15",-0.0487752155222119,-0.0797160896175633,"G1","3",2353,1406,"15"
"HIP002.1977","SeuratProject",5043,1973,"H1","CD14 Monocyte","3","17",0.0118018729523196,-0.0496658024373445,"S","3",2224,1271,"17"
"HIP002.1979","SeuratProject",4913,1959,"H1","CD14 Monocyte","7","6",-0.0323835308928723,-0.0971723526359202,"G1","7",2234,1283,"6"
"HIP002.1980","SeuratProject",4010,1968,"H1","CD14 Monocyte","7","14",-0.0823070360714409,-0.147593418655121,"G1","7",2576,1817,"14"
"HIP002.1982","SeuratProject",4763,1973,"H1","CD14 Monocyte","3","14",-0.0617710920069813,-0.0450045484670042,"G1","3",2318,1415,"14"
"HIP002.1983","SeuratProject",4564,1976,"H1","CD14 Monocyte","3","9",-0.00092166602161825,-0.112782962599024,"G1","3",2436,1554,"9"
"HIP002.1985","SeuratProject",5415,1973,"H1","CD14 Monocyte","3","13",-0.0882563820806132,-0.0761014796729339,"G1","3",2062,1056,"13"
"HIP002.1987","SeuratProject",4784,1983,"H1","CD14 Monocyte","3","11",-0.0790961158699151,-0.0609643099222874,"G1","3",2334,1429,"11"
"HIP002.1988","SeuratProject",4844,1993,"H1","CD14 Monocyte","7","14",-0.0308505278908822,0.0369515076075682,"G2M","7",2342,1438,"14"
"HIP002.1989","SeuratProject",4918,1992,"H1","CD14 Monocyte","3","13",-0.020108802642383,-0.0762306542768804,"G1","3",2270,1351,"13"
"HIP002.1990","SeuratProject",5264,1991,"H1","CD14 Monocyte","3","13",0.00675117020151873,-0.0912986602222678,"S","3",2089,1113,"13"
"HIP002.1991","SeuratProject",4147,2000,"H1","CD16 Monocyte","5","0",-0.0464951251055406,0.0196535385450012,"G2M","5",2553,1783,"0"
"HIP002.1992","SeuratProject",5095,2001,"H1","CD14 Monocyte","3","9",-0.0169174249910901,0.0708176721551945,"G2M","3",2128,1188,"9"
"HIP002.1993","SeuratProject",5267,2014,"H1","CD14 Monocyte","3","11",-0.0843855543468843,-0.100129943177461,"G1","3",2074,1138,"11"
"HIP002.1994","SeuratProject",5108,2019,"H1","CD14 Monocyte","3","13",-0.0365518893657322,-0.028644940589564,"G1","3",2125,1200,"13"
"HIP002.1995","SeuratProject",4108,2007,"H1","CD16 Monocyte","5","7",-0.0405686993848371,-0.00148770290633593,"G1","5",2583,1817,"7"
"HIP002.1997","SeuratProject",4076,2019,"H1","CD14 Monocyte","7","6",-0.0678417424976358,-0.0647596691314175,"G1","7",2600,1840,"6"
"HIP002.1998","SeuratProject",4243,2017,"H1","CD14 Monocyte","7","13",-0.0998456361312305,-0.0046400396406423,"G1","7",2542,1752,"13"
"HIP002.1999","SeuratProject",5484,2016,"H1","CD14 Monocyte","3","17",-0.0939226972260705,-0.017716710798153,"G1","3",1986,982,"17"
"HIP002.2000","SeuratProject",5180,2029,"H1","CD14 Monocyte","3","2",-0.0805242231511486,-0.0338342690761646,"G1","3",2103,1163,"2"
"HIP002.2002","SeuratProject",3917,2040,"H1","CD14 Monocyte","7","6",-0.102138233844005,0.0116952565176956,"G2M","7",2609,1905,"6"
"HIP002.2004","SeuratProject",4920,1979,"H1","CD14 Monocyte","3","9",-0.10357319224165,-0.140355182244981,"G1","3",2283,1375,"9"
"HIP002.2005","SeuratProject",4909,2015,"H1","CD14 Monocyte","7","11",-0.0100521263598951,-0.0816369437574465,"G1","7",2290,1397,"11"
"HIP002.2006","SeuratProject",4777,2039,"H1","CD16 Monocyte","5","0",-0.0546719099381315,-0.0384473314378298,"G1","5",2374,1503,"0"
"HIP002.2008","SeuratProject",4292,2066,"H1","CD14 Monocyte","7","6",-0.0771412577472828,-0.0751338552285159,"G1","7",2524,1746,"6"
"HIP002.2009","SeuratProject",4641,2058,"H1","CD14 Monocyte","3","12",0.0104993683898507,-0.0859018314518034,"S","3",2432,1575,"12"
"HIP002.2010","SeuratProject",4657,2051,"H1","CD14 Monocyte","3","17",-0.0529893784975625,-0.0565320696170975,"G1","3",2416,1561,"17"
"HIP002.2011","SeuratProject",5259,2064,"H1","CD14 Monocyte","3","10",-0.0117767717444639,-0.0643514884558958,"G1","3",2099,1191,"10"
"HIP002.2012","SeuratProject",4638,2065,"H1","CD14 Monocyte","3","17",-0.0466963622433441,-0.0893213453119153,"G1","3",2429,1572,"17"
"HIP002.2013","SeuratProject",4579,2066,"H1","CD14 Monocyte","7","5",-0.0772018948636524,-0.0887607022871008,"G1","7",2414,1594,"5"
"HIP002.2014","SeuratProject",4043,2070,"H1","CD16 Monocyte","10","0",-0.0611989393824296,-0.0991581057179221,"G1","10",2624,1901,"0"
"HIP002.2015","SeuratProject",5424,2078,"H1","CD14 Monocyte","3","17",-0.0698770641782127,-0.0337680221093594,"G1","3",2003,1051,"17"
"HIP002.2016","SeuratProject",4743,2040,"H1","CD14 Monocyte","3","13",-0.0692848953376886,-0.0690665681725849,"G1","3",2401,1538,"13"
"HIP002.2018","SeuratProject",5320,2088,"H1","CD16 Monocyte","5","0",-0.0439979930290822,-0.09001992524678,"G1","5",2029,1098,"0"
"HIP002.2021","SeuratProject",4309,2089,"H1","CD14 Monocyte","7","5",-0.0581982443375925,-0.0689567679796037,"G1","7",2563,1804,"5"
"HIP002.2022","SeuratProject",4997,2101,"H1","CD16 Monocyte","5","8",-0.00445671719728559,-0.0791087432611161,"G1","5",2252,1395,"8"
"HIP002.2023","SeuratProject",5013,2097,"H1","CD14 Monocyte","7","10",0.0706342368579358,-0.0765561193899309,"S","7",2194,1313,"10"
"HIP002.2026","SeuratProject",4755,2102,"H1","CD14 Monocyte","7","15",-0.105575239056608,-0.0866658810649427,"G1","7",2374,1510,"15"
"HIP002.2027","SeuratProject",5416,2124,"H1","CD14 Monocyte","3","9",-0.0856786468756583,-0.0842947331706906,"G1","3",2030,1140,"9"
"HIP002.2029","SeuratProject",5146,2110,"H1","CD14 Monocyte","3","9",-0.0592323664463549,-0.0655291431795588,"G1","3",2152,1307,"9"
"HIP002.2030","SeuratProject",5711,2082,"H1","CD14 Monocyte","3","14",-0.0486919540188167,-0.0565996063588833,"G1","3",1978,983,"14"
"HIP002.2031","SeuratProject",5333,2112,"H1","CD14 Monocyte","3","2",-0.0417033883529425,-0.14523726885728,"G1","3",2060,1157,"2"
"HIP002.2032","SeuratProject",4831,2102,"H1","CD14 Monocyte","7","14",-0.0498823795359054,-0.0843010408412865,"G1","7",2325,1495,"14"
"HIP002.2033","SeuratProject",5306,2136,"H1","CD14 Monocyte","3","17",-0.0740830168994054,-0.0424555054753205,"G1","3",2067,1175,"17"
"HIP002.2035","SeuratProject",5874,2151,"H1","CD14 Monocyte","3","15",-0.0663853199231671,-0.0962802765419474,"G1","3",1927,937,"15"
"HIP002.2036","SeuratProject",5974,2141,"H1","CD14 Monocyte","3","9",-0.0557471687722271,-0.0664844957870151,"G1","3",1889,931,"9"
"HIP002.2038","SeuratProject",5617,2142,"H1","CD14 Monocyte","3","9",-0.0545214304490088,0.00396100951914019,"G2M","3",1980,1068,"9"
"HIP002.2039","SeuratProject",5504,2163,"H1","CD16 Monocyte","5","20",-0.000799010077679643,-0.10144606824741,"G1","5",2027,1147,"20"
"HIP002.2040","SeuratProject",5503,2178,"H1","CD16 Monocyte","5","7",-0.0553077488119605,-0.0992657166544106,"G1","5",2031,1168,"7"
"HIP002.2044","SeuratProject",5465,2180,"H1","CD14 Monocyte","3","12",-0.0834526180716544,-0.00930628776013503,"G1","3",2040,1177,"12"
"HIP002.2045","SeuratProject",4934,2200,"H1","CD14 Monocyte","3","2",-0.0577097242699726,-0.0236626072663851,"G1","3",2307,1497,"2"
"HIP002.2046","SeuratProject",4896,2185,"H1","CD16 Monocyte","5","8",-0.0578177538270241,0.0319461214908727,"G2M","5",2352,1559,"8"
"HIP002.2047","SeuratProject",5822,2184,"H1","CD16 Monocyte","5","12",-0.10760114453208,-0.0757428359289143,"G1","5",1882,939,"12"
"HIP002.2048","SeuratProject",5537,2209,"H1","CD14 Monocyte","3","13",-0.0773014184618108,-0.131403049067644,"G1","3",1979,1136,"13"
"HIP002.2051","SeuratProject",6365,2198,"H1","CD14 Monocyte","3","10",-0.069722644953,-0.0848719815117851,"G1","3",1896,884,"10"
"HIP002.2052","SeuratProject",5384,2204,"H1","CD14 Monocyte","3","17",-0.103656178432437,-0.114864518723429,"G1","3",2076,1241,"17"
"HIP002.2053","SeuratProject",5566,2203,"H1","CD14 Monocyte","3","10",-0.107092012074575,0.00256303973512151,"G2M","3",1990,1079,"10"
"HIP002.2054","SeuratProject",5858,2215,"H1","CD14 Monocyte","3","9",-0.0645970492431647,-0.0541685842494741,"G1","3",1934,1019,"9"
"HIP002.2055","SeuratProject",5248,2244,"H1","CD14 Monocyte","3","14",-0.112936969130636,-0.0836704671533113,"G1","3",2159,1364,"14"
"HIP002.2056","SeuratProject",5486,2244,"H1","CD14 Monocyte","3","10",-0.0414009301239076,-0.056058042852733,"G1","3",1951,1092,"10"
"HIP002.2057","SeuratProject",5102,2227,"H1","CD14 Monocyte","3","12",0.00487812266075575,-0.0834208789988085,"S","3",2204,1386,"12"
"HIP002.2059","SeuratProject",5827,2256,"H1","CD16 Monocyte","5","7",0.0188527432519981,-0.0956074731870003,"S","5",1953,1069,"7"
"HIP002.2060","SeuratProject",6018,2247,"H1","CD16 Monocyte","5","0",0.0129472697316208,-0.0955978321337854,"S","5",1952,1043,"0"
"HIP002.2062","SeuratProject",5700,2254,"H1","CD14 Monocyte","3","17",-0.0315444642034881,-0.0120549276131025,"G1","3",1954,1081,"17"
"HIP002.2063","SeuratProject",5195,2272,"H1","CD14 Monocyte","3","13",-0.0672067293469303,-0.110221952482738,"G1","3",2183,1376,"13"
"HIP002.2064","SeuratProject",5412,2264,"H1","CD14 Monocyte","3","13",-0.00294330308931637,-0.0499023495193639,"G1","3",2021,1177,"13"
"HIP002.2066","SeuratProject",5461,2263,"H1","CD14 Monocyte","3","20",0.0830898112803575,-0.103244525692641,"S","3",2052,1187,"20"
"HIP002.2067","SeuratProject",5800,2264,"H1","CD14 Monocyte","3","14",-0.0725046120131504,-0.035892572713758,"G1","3",1951,1077,"14"
"HIP002.2068","SeuratProject",5734,2272,"H1","CD14 Monocyte","7","12",-0.113317398827044,-0.0834258181861058,"G1","7",1962,1095,"12"
"HIP002.2069","SeuratProject",6721,2274,"H1","CD16 Monocyte","5","8",-0.0906280526387911,-0.0292560929918412,"G1","5",1948,930,"8"
"HIP002.2070","SeuratProject",6486,2292,"H1","CD14 Monocyte","7","13",0.0657103694255883,0.0264080229824636,"S","7",1918,919,"13"
"HIP002.2071","SeuratProject",5421,2315,"H1","DC","11","6",0.0716503369683622,-0.0881713606639544,"S","11",2059,1212,"6"
"HIP002.2072","SeuratProject",5111,2312,"H1","CD14 Monocyte","7","14",-0.0272374133381081,-0.0373129220602489,"G1","7",2206,1427,"14"
"HIP002.2074","SeuratProject",5866,2316,"H1","CD14 Monocyte","7","14",-0.0375980642223865,-0.100600066423325,"G1","7",1954,1079,"14"
"HIP002.2075","SeuratProject",5905,2320,"H1","CD14 Monocyte","7","5",-0.058287582821119,-0.0757625871374764,"G1","7",1859,942,"5"
"HIP002.2076","SeuratProject",5874,2320,"H1","CD14 Monocyte","3","12",-0.073331239378026,-0.0905640400535982,"G1","3",1906,1040,"12"
"HIP002.2077","SeuratProject",6163,2324,"H1","CD14 Monocyte","3","17",-0.0439187899901532,0.00495555110983659,"G2M","3",1897,999,"17"
"HIP002.2078","SeuratProject",5943,2328,"H1","CD14 Monocyte","3","10",-0.0296716024030908,-0.0851123297919847,"G1","3",1885,989,"10"
"HIP002.2079","SeuratProject",5824,2321,"H1","CD16 Monocyte","5","20",-0.0245720426324659,-0.0715984646567716,"G1","5",1934,1065,"20"
"HIP002.2081","SeuratProject",6653,2331,"H1","CD14 Monocyte","3","13",0.0435780987102278,-0.0382437859942324,"S","3",1971,1025,"13"
"HIP002.2082","SeuratProject",5549,2343,"H1","CD14 Monocyte","7","5",0.0135031396776281,-0.0266870152470549,"S","7",1961,1169,"5"
"HIP002.2083","SeuratProject",6463,2274,"H1","CD16 Monocyte","3","6",-0.0571245980514371,-0.0310038445104098,"G1","3",1928,881,"6"
"HIP002.2084","SeuratProject",6768,2277,"H1","CD14 Monocyte","3","6",0.00105750273978471,-0.0772040019933666,"S","3",2037,1001,"6"
"HIP002.2086","SeuratProject",4963,2359,"H1","CD14 Monocyte","7","0",-0.036345403782073,-0.0830410034958989,"G1","7",2300,1577,"0"
"HIP002.2087","SeuratProject",7544,2354,"H1","CD14 Monocyte","3","10",-0.0784765570492479,-0.0847207638651861,"G1","3",1991,930,"10"
"HIP002.2089","SeuratProject",6589,2381,"H1","DC","11","15",0.00422307247753254,-0.0747950063868376,"S","11",1906,946,"15"
"HIP002.2090","SeuratProject",5087,2401,"H1","CD14 Monocyte","7","14",-0.0907538293535113,-0.107343052232428,"G1","7",2181,1469,"14"
"HIP002.2091","SeuratProject",5719,2399,"H1","CD16 Monocyte","10","20",-0.0544566297764002,-0.0835187498693938,"G1","10",1963,1157,"20"
"HIP002.2092","SeuratProject",5471,2367,"H1","CD14 Monocyte","7","6",-0.0852118715272711,-0.0141731038708305,"G1","7",2057,1227,"6"
"HIP002.2093","SeuratProject",6089,2388,"H1","CD14 Monocyte","3","11",-0.0450653578052825,-0.0287265593317398,"G1","3",1922,1080,"11"
"HIP002.2095","SeuratProject",5909,2393,"H1","CD14 Monocyte","3","13",-0.109884861134473,-0.103606333317013,"G1","3",1905,1063,"13"
"HIP002.2097","SeuratProject",6767,2397,"H1","CD14 Monocyte","3","13",-0.0304329580098378,-0.0926807023736762,"G1","3",1969,1033,"13"
"HIP002.2100","SeuratProject",7066,2428,"H1","CD14 Monocyte","3","5",-0.00882816864339832,0.00217346326385792,"G2M","3",1927,958,"5"
"HIP002.2101","SeuratProject",5203,2440,"H1","CD14 Monocyte","7","5",-0.124874157985284,-0.082234787966641,"G1","7",2128,1416,"5"
"HIP002.2102","SeuratProject",5600,2444,"H1","CD14 Monocyte","3","10",-0.0650249390151304,-0.0576964067827237,"G1","3",1939,1152,"10"
"HIP002.2104","SeuratProject",6792,2423,"H1","CD14 Monocyte","3","8",0.0227741304125025,-0.140709399414467,"S","3",1968,1012,"8"
"HIP002.2105","SeuratProject",6851,2456,"H1","CD16 Monocyte","5","0",-0.063513276795435,-0.0173382832564744,"G1","5",1985,1069,"0"
"HIP002.2106","SeuratProject",7189,2421,"H1","CD14 Monocyte","7","5",-0.0630564980302878,-0.0830856937497648,"G1","7",2000,967,"5"
"HIP002.2107","SeuratProject",7826,2453,"H1","CD14 Monocyte","3","10",0.0156908606090417,-0.0670047941386906,"S","3",2018,973,"10"
"HIP002.2108","SeuratProject",6785,2473,"H1","CD14 Monocyte","3","17",-0.0512556395732947,-0.0309992372484222,"G1","3",1932,1019,"17"
"HIP002.2110","SeuratProject",7239,2512,"H1","CD14 Monocyte","3","10",-0.070144235112425,-0.0835907945589451,"G1","3",2039,1118,"10"
"HIP002.2111","SeuratProject",6601,2521,"H1","CD14 Monocyte","3","17",-0.118039086469206,-0.0738472106635359,"G1","3",1897,1025,"17"
"HIP002.2112","SeuratProject",6979,2509,"H1","CD14 Monocyte","3","10",-0.0518327406129496,-0.0906243371416554,"G1","3",2009,1140,"10"
"HIP002.2114","SeuratProject",7021,2505,"H1","CD14 Monocyte","3","13",-0.0803429984254761,-0.0443036205061782,"G1","3",1929,1009,"13"
"HIP002.2115","SeuratProject",5426,2531,"H1","CD14 Monocyte","7","5",-0.0256472171507319,-0.0832554282395181,"G1","7",2031,1310,"5"
"HIP002.2116","SeuratProject",6483,2535,"H1","CD16 Monocyte","5","0",-0.0647630941151242,-0.0832142190846979,"G1","5",1943,1110,"0"
"HIP002.2117","SeuratProject",5768,2566,"H1","CD14 Monocyte","3","12",-0.0276979181158129,-0.114488883860082,"G1","3",1880,1156,"12"
"HIP002.2118","SeuratProject",7280,2561,"H1","CD14 Monocyte","3","12",-0.0278323207001797,-0.0204598693176842,"G1","3",1987,1077,"12"
"HIP002.2119","SeuratProject",6335,2556,"H1","CD14 Monocyte","7","5",-0.0332916583325511,-0.0605740872160253,"G1","7",1927,1088,"5"
"HIP002.2120","SeuratProject",7250,2559,"H1","DC","11","15",0.029523695730897,-0.00100627802979572,"S","11",1968,1025,"15"
"HIP002.2122","SeuratProject",5730,2573,"H1","CD14 Monocyte","7","5",-0.0284587878966757,-0.0477680058316095,"G1","7",1969,1253,"5"
"HIP002.2123","SeuratProject",7052,2569,"H1","CD16 Monocyte","5","0",0.0548184640550241,-0.103148312900666,"S","5",1991,1108,"0"
"HIP002.2124","SeuratProject",6543,2569,"H1","CD14 Monocyte","3","2",-0.0414005059000063,-0.0557739545717525,"G1","3",1954,1142,"2"
"HIP002.2125","SeuratProject",6924,2567,"H1","CD14 Monocyte","3","13",-0.021082330904318,-0.0774915465547281,"G1","3",1950,1073,"13"
"HIP002.2126","SeuratProject",6775,2561,"H1","CD14 Monocyte","7","14",-0.0302545776669489,-0.0424027317014051,"G1","7",1921,1031,"14"
"HIP002.2127","SeuratProject",6055,2581,"H1","CD14 Monocyte","7","13",-0.012344808712728,-0.0659867674135914,"G1","7",1896,1149,"13"
"HIP002.2128","SeuratProject",7231,2594,"H1","CD14 Monocyte","3","5",-0.0821221477706596,-0.119732752011963,"G1","3",2019,1143,"5"
"HIP002.2129","SeuratProject",7496,2601,"H1","CD14 Monocyte","3","2",-0.0981064541498343,-0.100532340481291,"G1","3",2038,1146,"2"
"HIP002.2130","SeuratProject",6936,2600,"H1","CD14 Monocyte","7","10",-0.0048579963917466,-0.083944904613444,"G1","7",1954,1060,"10"
"HIP002.2131","SeuratProject",7591,2603,"H1","CD14 Monocyte","3","12",-0.0507358191942087,-0.0685494972579045,"G1","3",2012,1100,"12"
"HIP002.2132","SeuratProject",6102,2604,"H1","CD14 Monocyte","7","5",-0.0382121689476025,-0.0609339874137674,"G1","7",1927,1196,"5"
"HIP002.2133","SeuratProject",6945,2611,"H1","CD14 Monocyte","7","17",-0.0346817541664214,-0.0785826035224272,"G1","7",1956,1082,"17"
"HIP002.2134","SeuratProject",6698,2566,"H1","CD14 Monocyte","7","6",-0.0465312844776959,-0.106957658813141,"G1","7",1907,1024,"6"
"HIP002.2136","SeuratProject",7825,2652,"H1","DC","11","15",-0.0748533103244907,-0.122205943972697,"G1","11",2089,1137,"15"
"HIP002.2137","SeuratProject",7675,2660,"H1","CD14 Monocyte","3","10",-0.0517940377256361,-0.0827022442697764,"G1","3",2039,1129,"10"
"HIP002.2138","SeuratProject",6822,2645,"H1","CD14 Monocyte","3","9",-0.123404039680799,-0.0348122054858175,"G1","3",1989,1194,"9"
"HIP002.2139","SeuratProject",6333,2645,"H1","CD16 Monocyte","3","0",-0.0623575076558907,-0.00856164091868994,"G1","3",1867,1072,"0"
"HIP002.2140","SeuratProject",5900,2668,"H1","CD14 Monocyte","7","7",-0.0777213079949348,-0.0320487057320075,"G1","7",1884,1184,"7"
"HIP002.2142","SeuratProject",6813,2679,"H1","CD14 Monocyte","7","6",-0.0552677538080857,-0.0910878176381143,"G1","7",1924,1097,"6"
"HIP002.2143","SeuratProject",10183,2658,"H1","CD14 Monocyte","3","13",0.0367757854074232,-0.0989507967349434,"S","3",2129,978,"13"
"HIP002.2144","SeuratProject",7348,2713,"H1","CD14 Monocyte","3","12",-0.0878313087072979,-0.0946017861956353,"G1","3",2000,1156,"12"
"HIP002.2145","SeuratProject",6132,2690,"H1","CD14 Monocyte","7","5",0.0301080690265094,-0.117249370715381,"S","7",1879,1163,"5"
"HIP002.2146","SeuratProject",6867,2658,"H1","CD14 Monocyte","7","6",-0.0258574025465322,-0.0913302951967634,"G1","7",1952,1087,"6"
"HIP002.2147","SeuratProject",6842,2691,"H1","CD14 Monocyte","7","17",-0.0363717056207681,-0.103541180474551,"G1","7",1955,1154,"17"
